,icao24,Çağrı İşareti,Kaynak Ülke,Zaman Pozisyonu,Son Temas,Long,Lat,Baro İrtifası,Yerde,Hız,Gerçek İz,Dikey Hız,Sensörler,Geo Yükseklik,Squawk,Spi,Konum Kaynağı
0,7c35e7,KXL     ,Australia,1714025360,1714025360,150.8523,-31.0833,396.24,false,53.5,313.05,-0.98,Veri Yok,441.96,4405,false,0
1,88044a,AIQ377  ,Thailand,1714025411,1714025411,102.2897,2.7496,9966.96,false,240.47,321.34,3.25,Veri Yok,10668.0,Veri Yok,false,0
2,88044f,AIQ3230 ,Thailand,1714025383,1714025383,100.6092,13.9266,Veri Yok,true,0,118.12,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
3,7c6b2d,JST787  ,Australia,1714025412,1714025412,153.3597,-26.9292,4328.16,false,180.63,181.47,13.98,Veri Yok,4488.18,Veri Yok,false,0
4,4b1812,SWR2121 ,Switzerland,1714025411,1714025411,2.8797,44.3318,11582.4,false,236.14,56.55,-0.33,Veri Yok,11490.96,1000,false,0
5,ade18c,AAL2176 ,United States,1714025409,1714025409,-111.9941,40.7773,Veri Yok,true,0,174.38,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
6,88044d,AIQ3375 ,Thailand,1714025411,1714025411,101.8843,14.6442,8648.7,false,215.78,257.19,-12.35,Veri Yok,9304.02,Veri Yok,false,0
7,7c6b41,JST707  ,Australia,1714025412,1714025412,146.13,-40.5285,10668.0,false,220.64,160.38,-0.33,Veri Yok,10782.3,3666,false,0
8,7c6b40,JST521  ,Australia,1714025410,1714025410,151.176,-33.9343,Veri Yok,true,0,171.56,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
9,880459,,Thailand,1714025384,1714025385,102.9045,14.9631,10363.2,false,228.67,254.34,0.0,Veri Yok,11094.72,Veri Yok,false,0
10,801645,AIC413  ,India,1714025411,1714025411,76.6494,28.7303,4251.96,false,171.54,298.87,14.96,Veri Yok,4396.74,Veri Yok,false,0
11,842194,ADO78   ,Japan,1714025411,1714025411,140.2796,36.3674,4015.74,false,194.62,187.59,-5.2,Veri Yok,4053.84,Veri Yok,false,0
12,440da3,OEELF   ,Austria,1714025411,1714025412,14.4148,51.8047,4373.88,false,146.49,343.47,-4.23,Veri Yok,4198.62,5152,false,0
13,440da5,EJU58LP ,Austria,1714025412,1714025412,14.5744,49.9043,2910.84,false,147.82,12.05,-11.05,Veri Yok,2849.88,1000,false,0
14,880453,AIQ355  ,Thailand,1714025354,1714025409,100.609,13.9261,Veri Yok,true,0,118.12,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
15,880452,AIQ231  ,Thailand,1714025187,1714025268,119.0712,22.8323,10363.2,false,238.57,194.49,-0.33,Veri Yok,10980.42,Veri Yok,false,0
16,80162e,VTI786  ,India,1714025411,1714025411,77.2415,28.5095,830.58,false,83.6,283.52,-0.65,Veri Yok,784.86,Veri Yok,false,0
17,880458,AIQ3134 ,Thailand,1714025412,1714025412,100.5045,13.8465,1211.58,false,117.45,254.5,2.28,Veri Yok,1242.06,Veri Yok,false,0
18,4b1805,SWR2HL  ,Switzerland,1714025411,1714025412,14.3229,43.9478,11277.6,false,249.8,104.55,0.0,Veri Yok,11117.58,0427,false,0
19,4b1806,SWR4LV  ,Switzerland,1714025412,1714025412,9.3479,48.7504,10126.98,false,202.95,2.91,6.83,Veri Yok,9867.9,1000,false,0
20,aae312,N800NJ  ,United States,1714025411,1714025411,-81.3306,32.2075,10972.8,false,239.69,170.11,-0.98,Veri Yok,11315.7,0711,false,0
21,4b1807,SWR259Y ,Switzerland,1714025411,1714025412,5.5009,45.9278,4945.38,false,175.26,237.71,10.73,Veri Yok,4876.8,5746,false,0
22,4b1809,SWR104C ,Switzerland,1714025234,1714025234,8.5899,50.0409,182.88,false,62.5,249.78,-3.25,Veri Yok,190.5,1000,false,0
23,76eac3,UT6     ,Singapore,1714025260,1714025260,103.9948,1.3152,Veri Yok,true,11.32,112.5,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
24,801648,IGO2583 ,India,1714025399,1714025403,77.5732,31.6818,11277.6,false,228.42,3.87,-0.33,Veri Yok,11650.98,Veri Yok,false,0
25,4b1800,SWR85D  ,Switzerland,1714025411,1714025412,3.7902,41.7099,11277.6,false,227.54,206.74,0.33,Veri Yok,11239.5,3025,false,0
26,7c6b1c,JST651  ,Australia,1714025412,1714025412,149.9321,-32.491,11277.6,false,257.7,20.57,-0.33,Veri Yok,11620.5,1274,false,0
27,4b1801,SWR268A ,Switzerland,1714025412,1714025412,13.0487,47.2722,10668.0,false,237.47,96.09,0.0,Veri Yok,10424.16,1000,false,0
28,0d0c07,VTM787  ,Mexico,1714025411,1714025412,-81.4025,35.6497,7132.32,false,216.39,41.92,6.18,Veri Yok,7261.86,Veri Yok,false,0
29,7c6b30,JST891  ,Australia,1714025352,1714025352,151.1772,-33.9366,Veri Yok,true,6.69,101.25,Veri Yok,Veri Yok,Veri Yok,1056,false,0
30,7c6b38,JST797  ,Australia,1714025412,1714025412,150.7716,-30.5664,7932.42,false,221.31,216.68,0.0,Veri Yok,8214.36,1067,false,0
31,80163f,VTI706  ,India,1714025411,1714025411,86.102,24.0336,10965.18,false,190.83,300.99,0.0,Veri Yok,11536.68,2647,false,0
32,7c6b35,JST298  ,Australia,1714025412,1714025412,174.8062,-37.8675,5052.06,false,198.51,3.86,-5.85,Veri Yok,5158.74,Veri Yok,false,0
33,7c35c6,FD628J  ,Australia,1714025411,1714025411,115.1496,-30.1742,8229.6,false,198.5,342.5,0.0,Veri Yok,8465.82,7064,false,0
34,80160a,IGO1175 ,India,1714025411,1714025411,80.3456,12.1789,7071.36,false,212.11,182.22,9.43,Veri Yok,7452.36,Veri Yok,false,0
35,7c6b0f,        ,Australia,1714025320,1714025320,151.1783,-33.9356,Veri Yok,true,6.43,11.25,Veri Yok,Veri Yok,Veri Yok,6767,false,0
36,801623,AXB1882 ,India,1714025411,1714025411,79.838,15.0885,8839.2,false,217.51,161.09,0.0,Veri Yok,9372.6,Veri Yok,false,0
37,80160e,IGO2088 ,India,1714025411,1714025411,77.3005,28.3117,1958.34,false,109.06,31.89,-0.98,Veri Yok,2019.3,Veri Yok,false,0
38,c01aa6,CJT622  ,Canada,1714025412,1714025412,-78.8408,43.3146,7368.54,false,245.19,75.29,10.73,Veri Yok,7315.2,2217,false,0
39,511159,JAF9LJ  ,Estonia,1714025412,1714025412,2.7382,41.3669,10683.24,false,241.91,181.83,0.33,Veri Yok,10668.0,7156,false,0
40,a41ecb,N3649R  ,United States,1714025411,1714025411,-118.4839,34.2822,944.88,false,53.52,162.09,-0.33,Veri Yok,960.12,Veri Yok,false,0
41,4952c9,TAP557H ,Portugal,1714025411,1714025412,-0.9701,43.111,11269.98,false,213.51,235.01,0.0,Veri Yok,11254.74,4647,false,0
42,511154,JAF6HA  ,Estonia,1714025411,1714025412,18.5466,44.4522,11262.36,false,232.57,133.12,0.33,Veri Yok,11109.96,0102,false,0
43,aa56b5,UAL1050 ,United States,1714025411,1714025411,-118.8088,38.5947,10317.48,false,235.89,92.75,4.23,Veri Yok,10401.3,Veri Yok,false,0
44,a46e40,DAL999  ,United States,1714025388,1714025388,-115.1214,36.0774,Veri Yok,true,0,132.19,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
45,a1fb33,MXY9331 ,United States,1714025411,1714025411,-72.1254,41.2209,2743.2,false,160.13,51.92,-5.85,Veri Yok,2727.96,2533,false,0
46,440daa,OEEMS   ,Austria,1714025109,1714025109,14.6927,46.651,1790.7,false,98.28,239.14,-3.58,Veri Yok,1859.28,Veri Yok,false,0
47,c08412,CJT573  ,Canada,1714025412,1714025412,-82.1476,44.8401,10972.8,false,214.83,300.99,0.0,Veri Yok,10782.3,6332,false,0
48,aa56b4,UAL2417 ,United States,1714025412,1714025412,-107.0735,36.5963,11887.2,false,269.73,71.43,0.0,Veri Yok,12192.0,6726,false,0
49,4952c5,TAP860  ,Portugal,1714025412,1714025412,-8.1976,39.1873,7726.68,false,217.42,63.74,8.13,Veri Yok,7886.7,2274,false,0
50,4952c7,TAP945  ,Portugal,1714025411,1714025411,-5.921,41.3052,11871.96,false,208.93,244.32,0.0,Veri Yok,11917.68,5726,false,0
51,801631,IGO34C  ,India,1714025307,1714025307,80.1509,12.9834,83.82,false,57.51,68.48,-3.9,Veri Yok,-45.72,Veri Yok,false,0
52,407a05,EZY75UL ,United Kingdom,1714025412,1714025412,-0.6751,51.7787,3124.2,false,139.75,255.5,12.68,Veri Yok,3032.76,5220,false,0
53,440db0,EJU84FQ ,Austria,1714025411,1714025412,6.3167,46.9955,11574.78,false,214.75,343.87,0.0,Veri Yok,11414.76,5777,false,0
54,a4b234,WIS300  ,United States,1714025411,1714025411,-84.6081,42.5012,2346.96,false,109.06,258.85,0.0,Veri Yok,2339.34,6506,false,0
55,51113f,NYX202  ,Estonia,1714025412,1714025412,23.8379,58.9943,4053.84,false,148.96,38.69,-2.28,Veri Yok,3909.06,Veri Yok,false,0
56,407a06,EZY067  ,United Kingdom,1714025412,1714025412,-5.5603,54.8117,4259.58,false,170.56,82.9,18.86,Veri Yok,4168.14,Veri Yok,false,0
57,801633,AKJ1411 ,India,1714025411,1714025411,76.6386,27.9395,5486.4,false,191.23,205.32,9.1,Veri Yok,5699.76,Veri Yok,false,0
58,0d0c1c,VTM122  ,Mexico,1714025411,1714025411,-88.3377,38.2091,9448.8,false,239.37,44.48,0.33,Veri Yok,9608.82,2574,false,0
59,c822e4,ANZ625  ,New Zealand,1714025411,1714025411,174.3114,-37.8164,7856.22,false,227.27,201.51,6.83,Veri Yok,8046.72,4450,true,0
60,7c6b14,JST441  ,Australia,1714025412,1714025412,144.8212,-37.5794,487.68,false,68.68,171.38,-3.58,Veri Yok,601.98,1144,false,0
61,4b180a,SWR81C  ,Switzerland,1714025411,1714025412,7.8148,47.5589,4229.1,false,183.03,109.2,-4.88,Veri Yok,4137.66,2045,false,0
62,7c6b12,JST768  ,Australia,1714025411,1714025411,148.2544,-34.0377,9753.6,false,199.66,262.75,0.0,Veri Yok,9989.82,Veri Yok,false,0
63,4b180b,SWR198F ,Switzerland,1714025411,1714025412,6.6677,46.6012,9174.48,false,222.02,226.88,4.23,Veri Yok,9014.46,3060,false,0
64,80166c,VTI022  ,India,1714025410,1714025410,75.3519,30.279,12489.18,false,253.8,162.3,0.0,Veri Yok,12885.42,Veri Yok,false,0
65,3c6667,DLH1455 ,Germany,1714025411,1714025411,11.086,49.0291,9235.44,false,197.24,307.05,-8.45,Veri Yok,8945.88,1000,false,0
66,3c6666,DLH55A  ,Germany,1714025411,1714025412,2.8556,41.4382,10355.58,false,254.34,77.14,-0.33,Veri Yok,10332.72,5336,false,0
67,c822ed,ANZ776M ,New Zealand,1714025412,1714025412,174.0846,-41.7194,5791.2,false,132.34,35.67,0.33,Veri Yok,5829.3,Veri Yok,false,0
68,4acb03,NSZ3LW  ,Sweden,1714025278,1714025278,17.9283,59.6502,Veri Yok,true,0.06,8.44,Veri Yok,Veri Yok,Veri Yok,1203,false,0
69,4acb02,NSZ3750 ,Sweden,1714025411,1714025412,12.9238,54.2778,10843.26,false,235.14,186.66,8.78,Veri Yok,10492.74,6016,false,0
70,c822ec,ANZ622M ,New Zealand,1714025412,1714025412,172.5797,-43.4278,701.04,false,85.88,24.42,7.8,Veri Yok,563.88,Veri Yok,false,0
71,4acb04,NSZ5140 ,Sweden,1714025412,1714025412,-2.7936,39.8746,11582.4,false,236.09,20.8,0.0,Veri Yok,11681.46,Veri Yok,false,0
72,a47597,DAL425  ,United States,1714025409,1714025409,-107.9265,44.9624,10668.0,false,249.12,109.67,0.0,Veri Yok,10782.3,Veri Yok,false,0
73,3c6664,DLH44N  ,Germany,1714025411,1714025412,5.2607,43.919,10668.0,false,234.88,212.75,0.0,Veri Yok,10530.84,6662,false,0
74,3c6662,DLH4NL  ,Germany,1714025411,1714025412,10.4219,49.0284,7597.14,false,220.89,133.4,-9.1,Veri Yok,7376.16,1000,false,0
75,3c666a,DLH04T  ,Germany,1714025411,1714025411,-6.2254,41.4868,8069.58,false,265.31,84.1,8.13,Veri Yok,8122.92,Veri Yok,false,0
76,0003b2,,,1714025411,1714025411,22.4976,41.4105,10668.0,false,211.5,158.3,0.0,Veri Yok,10660.38,5562,false,0
77,3c666e,DLH2VM  ,Germany,1714025412,1714025412,9.2409,49.3569,4419.6,false,162.02,7.85,-7.8,Veri Yok,4290.06,1000,false,0
78,abb3be,DAL14   ,United States,1714025303,1714025303,8.5349,50.0461,167.64,false,66.9,249.75,-3.9,Veri Yok,190.5,2201,false,0
79,e80268,LPE2444 ,Chile,1714025412,1714025412,-76.0462,-6.3723,11277.6,false,225.61,11.98,-0.33,Veri Yok,12077.7,Veri Yok,false,0
80,3c6672,DLH809  ,Germany,1714025411,1714025411,8.5565,50.0417,Veri Yok,true,11.83,70.31,Veri Yok,Veri Yok,Veri Yok,3515,false,0
81,48cb15,TVP7526 ,Poland,1714025412,1714025412,15.3889,44.9517,11277.6,false,225.84,194.51,0.33,Veri Yok,11087.1,5557,false,0
82,3c6671,DLH4HT  ,Germany,1714025411,1714025412,14.2013,47.141,10972.8,false,225.76,323.99,0.33,Veri Yok,10713.72,2071,false,0
83,3c6674,DLH32F  ,Germany,1714025412,1714025412,8.6708,47.8149,10980.42,false,229.85,12.01,0.0,Veri Yok,10728.96,1000,false,0
84,3442cc,ANE28UE ,Spain,1714025411,1714025411,-5.3301,39.9945,5783.58,false,128.73,217.69,0.0,Veri Yok,5875.02,6074,false,0
85,471efb,WZZ332S ,Hungary,1714025412,1714025412,26.0141,42.6568,10675.62,false,195.16,152.02,0.0,Veri Yok,10736.58,1157,false,0
86,471efe,WZZ67   ,Hungary,1714025411,1714025412,0.2092,52.2496,3718.56,false,123.22,276.47,-1.95,Veri Yok,3619.5,5242,false,0
87,471efc,WZZ38RM ,Hungary,1714025411,1714025411,17.0013,43.9936,10988.04,false,224.57,186.18,0.0,Veri Yok,10828.02,1000,false,0
88,471efd,WZZ2904 ,Hungary,1714025411,1714025412,15.3774,52.8181,10896.6,false,224.22,222.95,3.25,Veri Yok,10561.32,2671,false,0
89,801663,IGO2852 ,India,1714025381,1714025381,74.9321,26.0016,11894.82,false,261.13,26.82,0.0,Veri Yok,12412.98,Veri Yok,false,0
90,e80276,LPE2430 ,Chile,1714025411,1714025411,-78.1107,-7.7543,11582.4,false,222.04,356.95,-0.33,Veri Yok,11788.14,Veri Yok,false,0
91,3c666f,DLH306  ,Germany,1714025411,1714025411,11.8871,42.2104,10675.62,false,243.7,152.19,0.0,Veri Yok,10553.7,2563,false,0
92,801667,AIC505  ,India,1714025410,1714025410,77.2071,26.3078,10774.68,false,240.51,357.3,-4.23,Veri Yok,11262.36,Veri Yok,false,0
93,4b185d,SWW2X   ,Switzerland,1714025411,1714025412,6.5032,46.1522,4015.74,false,147.58,342.77,-7.48,Veri Yok,3954.78,1014,false,0
94,80165c,AXB135  ,India,1714025391,1714025404,56.1166,25.2173,3101.34,false,128.3,292.14,0.0,Veri Yok,3185.16,Veri Yok,false,0
95,80165e,AXB1123 ,India,1714025411,1714025411,88.1105,21.7235,8770.62,false,205.96,192.4,8.45,Veri Yok,9235.44,2624,false,0
96,407a3a,NHZ24   ,United Kingdom,1714025411,1714025411,1.1132,52.8858,731.52,false,69.26,338.2,0.0,Veri Yok,701.04,4374,false,0
97,a3689e,DAL2464 ,United States,1714025398,1714025398,-122.2998,47.4396,Veri Yok,true,0.06,312.19,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
98,a94b51,UAL1955 ,United States,1714025411,1714025411,-118.5059,33.9272,1432.56,false,124.41,265.26,19.51,Veri Yok,1440.18,2007,false,0
99,867fce,JAL9    ,Japan,1714025412,1714025412,139.6468,35.8235,1600.2,false,109.58,208.61,0.33,Veri Yok,1623.06,3652,false,0
100,e80210,LPE2478 ,Chile,1714025411,1714025411,-77.2572,-12.0889,2651.76,false,150.1,326.75,13.66,Veri Yok,2796.54,Veri Yok,false,0
101,4b187b,SWR23A  ,Switzerland,1714025411,1714025412,-2.5593,49.3214,11887.2,false,252.16,104.29,0.0,Veri Yok,11750.04,2003,false,0
102,3c65ae,DLH411  ,Germany,1714025411,1714025412,2.9251,51.0188,11887.2,false,265.15,104.49,0.0,Veri Yok,11650.98,2054,false,0
103,3c65ac,DLH425  ,Germany,1714025411,1714025411,-9.527,52.115,11887.2,false,261.34,90.23,0.0,Veri Yok,11750.04,2073,false,0
104,3c65ab,DAIMK   ,Germany,1714018433,1714025411,11.8048,48.3503,Veri Yok,true,0,174.38,Veri Yok,Veri Yok,Veri Yok,2000,false,0
105,86cfa0,ANA556  ,Japan,1714025411,1714025411,140.5395,41.5215,4465.32,false,175.65,216.06,14.63,Veri Yok,4396.74,Veri Yok,false,0
106,ae5ab8,R20726  ,United States,1714025404,1714025410,-87.4207,36.6044,320.04,false,47.22,348.69,-0.65,Veri Yok,381.0,Veri Yok,false,0
107,3c65c3,DLH9H   ,Germany,1714025411,1714025412,4.913,50.6491,11010.9,false,232.56,105.79,-4.55,Veri Yok,10759.44,2251,false,0
108,e8020c,LPE2435 ,Chile,1714025411,1714025412,-77.0741,-12.9333,6835.14,false,214.89,163.73,7.15,Veri Yok,7307.58,Veri Yok,false,0
109,e8020f,LAN535  ,Chile,1714025167,1714025191,-114.4325,30.6082,11887.2,false,260.69,132.6,-0.33,Veri Yok,12230.1,1072,false,0
110,44023f,EJU82ZX ,Austria,1714025411,1714025411,12.3152,43.1382,11269.98,false,236.71,120.86,0.0,Veri Yok,11148.06,0462,false,0
111,a72598,N56LN   ,United States,1714025351,1714025351,-74.0623,40.8537,Veri Yok,true,9.26,227.81,Veri Yok,Veri Yok,Veri Yok,3701,false,0
112,3c5ee7,EWG7ST  ,Germany,1714025411,1714025412,7.531,49.6522,10363.2,false,199.45,313.12,-0.33,Veri Yok,10096.5,0134,false,0
113,aa8051,N776LF  ,United States,1714025355,1714025355,-117.3148,47.6825,617.22,false,5.75,243.43,-3.58,Veri Yok,609.6,Veri Yok,false,0
114,86d6ac,JAL708  ,Japan,1714025411,1714025412,137.8823,33.2222,12496.8,false,289.84,58.43,0.0,Veri Yok,12908.28,3137,false,0
115,e8021d,LPE2468 ,Chile,1714025411,1714025412,-78.093,-6.4549,10370.82,false,240.06,355.21,0.0,Veri Yok,11102.34,Veri Yok,false,0
116,3c65d2,DLH5PL  ,Germany,1714025411,1714025412,6.6753,50.4532,10965.18,false,212.75,294.27,0.33,Veri Yok,10706.1,0611,false,0
117,3c65c5,DLH54H  ,Germany,1714025411,1714025411,6.6189,46.3391,10965.18,false,235.54,50.05,0.0,Veri Yok,10789.92,1000,false,0
118,aded77,JBU937  ,United States,1714025412,1714025412,-70.5889,21.4285,10332.72,false,215.72,190.72,-4.88,Veri Yok,10896.6,Veri Yok,false,0
119,3c65c8,DLH7TP  ,Germany,1714025412,1714025412,0.4631,51.142,5364.48,false,222.41,98.11,4.55,Veri Yok,5273.04,3407,false,0
120,ae146d,RCH779  ,United States,1714025412,1714025412,-80.1789,38.6575,10058.4,false,248.47,63.17,0.0,Veri Yok,10066.02,4002,false,0
121,3c5ee4,EWG7CV  ,Germany,1714025411,1714025412,-1.9322,46.5794,11277.6,false,220.54,226.7,0.0,Veri Yok,11163.3,4131,false,0
122,800373,AIC1491 ,India,1714025411,1714025411,77.0069,28.4465,2103.12,false,141.87,202.38,4.55,Veri Yok,2133.6,Veri Yok,false,0
123,3c5ee2,EWG2PH  ,Germany,1714025411,1714025411,22.9692,40.2778,1455.42,false,122.54,76.9,-4.23,Veri Yok,1455.42,7717,false,0
124,3c5ee1,EWG64R  ,Germany,1714025411,1714025412,11.8832,51.0823,10355.58,false,208.29,215.65,0.33,Veri Yok,9997.44,1000,false,0
125,3c5ef8,GWI6PW  ,Germany,1714025409,1714025411,9.1951,48.6892,Veri Yok,true,0,343.12,Veri Yok,Veri Yok,Veri Yok,1357,false,0
126,46b82d,AEE638  ,Greece,1714025411,1714025411,18.4275,44.3535,10972.8,false,230.42,317.08,0.33,Veri Yok,10835.64,2014,false,0
127,3c5eec,EWG37N  ,Germany,1714025405,1714025409,8.5643,47.4559,457.2,true,6.69,61.88,Veri Yok,Veri Yok,Veri Yok,3076,false,0
128,3c5eeb,EWG7WR  ,Germany,1714025412,1714025412,5.4309,51.0746,10066.02,false,198.19,287.21,11.38,Veri Yok,9784.08,4103,false,0
129,3c5eea,EWG4MD  ,Germany,1714025412,1714025412,0.9863,44.3172,11292.84,false,222.77,191.05,0.0,Veri Yok,11170.92,4117,false,0
130,3c65d6,DLH3VC  ,Germany,1714025411,1714025411,0.3376,51.6602,4290.06,false,126.35,263.45,-1.95,Veri Yok,4191.0,0137,false,0
131,861f66,JAL460  ,Japan,1714025412,1714025412,135.8751,33.7196,9060.18,false,278.49,96.36,14.63,Veri Yok,9357.36,2337,false,0
132,3c5ef5,EWG6HY  ,Germany,1714025398,1714025398,-0.4328,51.4777,99.06,false,69.96,270,-3.25,Veri Yok,106.68,4124,false,0
133,3c5ef2,EWG90HY ,Germany,1714025412,1714025412,8.5376,47.481,457.2,false,62.23,136.67,-2.6,Veri Yok,487.68,1134,false,0
134,440219,EJU97DW ,Austria,1714025412,1714025412,-4.2044,36.7755,11277.6,false,222.39,218.99,0.0,Veri Yok,11468.1,4061,false,0
135,7c6b07,JST262  ,Australia,1714025412,1714025412,174.7991,-40.5983,6751.32,false,193.95,0.15,8.45,Veri Yok,6842.76,Veri Yok,false,0
136,851936,JAL237  ,Japan,1714025411,1714025411,136.8387,35.2675,9144.0,false,198.4,262.1,-0.33,Veri Yok,9425.94,3407,false,0
137,a091d5,DAL390  ,United States,1714025410,1714025410,-122.3046,47.4426,Veri Yok,true,0,132.19,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
138,440209,EJU19WQ ,Austria,1714025412,1714025412,-2.2828,38.404,11277.6,false,212.92,231.97,0.0,Veri Yok,11422.38,4061,false,0
139,a1ad46,N207NX  ,United States,1714025410,1714025410,-108.7126,36.1512,7002.78,false,159.7,48.92,-0.65,Veri Yok,7216.14,Veri Yok,false,0
140,46b821,AEE624  ,Greece,1714025411,1714025411,23.9611,37.9824,3604.26,false,202.87,353.74,11.05,Veri Yok,3642.36,Veri Yok,false,0
141,440237,EJU98EG ,Austria,1714025411,1714025411,-4.7714,41.8239,10965.18,false,251.23,70.38,0.0,Veri Yok,11003.28,2267,false,0
142,851958,JAL667  ,Japan,1714025411,1714025412,139.2262,35.4891,7071.36,false,189.21,280.18,15.28,Veri Yok,7292.34,2324,false,0
143,44022d,AUA1HC  ,Austria,1714025411,1714025412,13.8526,51.3023,11277.6,false,240.28,138.91,0.0,Veri Yok,10995.66,7627,false,0
144,0d0ac8,VIV2280 ,Mexico,1714025412,1714025412,-98.3067,20.1244,7978.14,false,212.99,255.59,-4.88,Veri Yok,8526.78,Veri Yok,false,0
145,44022b,AUA3NA  ,Austria,1714025411,1714025412,12.2319,49.6054,10675.62,false,250.22,114.67,-0.33,Veri Yok,10370.82,1000,false,0
146,a6eb54,WGN8340 ,United States,1714025410,1714025411,-145.9203,61.5594,12184.38,false,247.28,265.23,0.0,Veri Yok,12009.12,Veri Yok,false,0
147,47880f,NSZ3LZ  ,Norway,1714025411,1714025411,5.0182,41.7192,10972.8,false,237.62,43.51,0.0,Veri Yok,10911.84,5576,false,0
148,e80209,LPE2406 ,Chile,1714025411,1714025411,-77.0672,-12.1158,1341.12,false,137.13,154.2,14.96,Veri Yok,1394.46,Veri Yok,false,0
149,758369,PAL433  ,Philippines,1714025412,1714025412,140.439,35.6764,1181.1,false,110.91,149.63,5.2,Veri Yok,1150.62,3646,false,0
150,7c1c49,FD538   ,Australia,1714025412,1714025412,136.6809,-34.6667,4572.0,false,139.45,95.08,0.33,Veri Yok,4762.5,Veri Yok,false,0
151,a101f9,EJA164  ,United States,1714025412,1714025412,-120.7749,36.9828,6156.96,false,219.93,278.34,-9.43,Veri Yok,6217.92,7222,false,0
152,7c7cd0,JST609  ,Australia,1714025145,1714025145,144.4701,-38.0233,-45.72,false,61.77,187.66,-3.25,Veri Yok,68.58,4053,false,0
153,7c7cd1,JST821  ,Australia,1714025411,1714025412,151.1361,-32.0887,11277.6,false,210.29,183.51,-5.2,Veri Yok,11650.98,1002,false,0
154,7c7ccf,JST804  ,Australia,1714025397,1714025400,141.1518,-34.0651,10279.38,false,284.24,75.54,3.25,Veri Yok,10599.42,Veri Yok,false,0
155,885225,THA484  ,Thailand,1714025409,1714025409,103.6406,2.3745,12192.0,false,252.86,335.99,-0.33,Veri Yok,13037.82,7123,false,0
156,800dba,IGO6894 ,India,1714025411,1714025412,88.584,23.3157,7239.0,false,211.79,173.44,-11.05,Veri Yok,7597.14,2615,false,0
157,8014b2,IGO2706 ,India,1714025412,1714025412,77.2475,28.2207,2217.42,false,129.91,9.57,-3.58,Veri Yok,2270.76,Veri Yok,false,0
158,7cf9db,VENG    ,Australia,1714025411,1714025412,115.2351,-34.0909,1897.38,false,138.12,326.55,0.65,Veri Yok,1988.82,Veri Yok,false,0
159,885224,,Thailand,1714025374,1714025374,104.105,2.0415,5600.7,false,150.73,179.8,-2.93,Veri Yok,Veri Yok,Veri Yok,false,0
160,ab5d2c,DAL184  ,United States,1714025411,1714025411,-4.0399,47.7718,10668.0,false,242.61,118.36,0.0,Veri Yok,10561.32,Veri Yok,false,0
161,4a09b2,AEZ2114 ,Romania,1714025411,1714025411,12.1735,42.0545,1005.84,false,103.82,163,-1.95,Veri Yok,960.12,Veri Yok,false,0
162,8014ae,VTI509  ,India,1714025411,1714025411,83.1702,12.6992,11887.2,false,244.12,95.93,0.0,Veri Yok,12626.34,Veri Yok,false,0
163,c8244b,ANZ503M ,New Zealand,1714025176,1714025177,168.3216,-46.4151,Veri Yok,true,0.64,219.38,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
164,861e9a,JAL263  ,Japan,1714025411,1714025411,134.8365,35.0194,9745.98,false,197.42,257.05,0.0,Veri Yok,9997.44,2252,false,0
165,a57ad0,GTI8675 ,United States,1714025412,1714025412,-154.4747,57.999,10363.2,false,256.62,282.5,0.0,Veri Yok,10111.74,Veri Yok,false,0
166,4aca82,NSZ2030 ,Sweden,1714025236,1714025236,17.9269,59.6505,Veri Yok,true,0,8.44,Veri Yok,Veri Yok,Veri Yok,1266,false,0
167,393323,AFR78JC ,France,1714025411,1714025412,1.6742,47.3705,9624.06,false,241.75,196.31,6.83,Veri Yok,9494.52,1000,false,0
168,accd10,ASA197  ,United States,1714025107,1714025107,-130.5599,53.6115,11582.4,false,220.07,320.69,0.33,Veri Yok,11414.76,Veri Yok,false,0
169,ad072c,TAI590  ,United States,1714025412,1714025412,-77.5308,38.1673,3436.62,false,168.42,27.27,-8.45,Veri Yok,3505.2,4661,false,0
170,4aca84,NSZ5356 ,Sweden,1714025411,1714025411,5.5218,42.671,11582.4,false,230.33,27.54,0.0,Veri Yok,11498.58,5553,false,0
171,4aca83,NSZ3730 ,Sweden,1714025411,1714025412,11.9413,50.4732,11277.6,false,235.06,176.36,0.0,Veri Yok,10995.66,0765,false,0
172,4aca86,NSZ6PY  ,Sweden,1714025411,1714025411,7.0429,52.7216,11582.4,false,239.19,219.06,0.0,Veri Yok,11292.84,0767,false,0
173,4aca85,NSZ3612 ,Sweden,1714025411,1714025412,1.7767,52.7514,11582.4,false,236.47,224.29,0.0,Veri Yok,11338.56,0431,true,0
174,ab5d52,DAL836  ,United States,1714025411,1714025412,-120.4576,32.4773,11277.6,false,264.67,61.94,0.0,Veri Yok,11437.62,Veri Yok,false,0
