,icao24,Çağrı İşareti,Kaynak Ülke,Zaman Pozisyonu,Son Temas,Long,Lat,Baro İrtifası,Yerde,Hız,Gerçek İz,Dikey Hız,Sensörler,Geo Yükseklik,Squawk,Spi,Konum Kaynağı
742,a4b065,AAL399  ,United States,1714025411,1714025412,-129.6001,54.569,10050.78,false,263.79,118.41,0.33,Veri Yok,9822.18,Veri Yok,false,0
743,440c6f,EJU34DM ,Austria,1714025412,1714025412,-4.1206,44.1137,10972.8,false,237.19,24.06,0.0,Veri Yok,10934.7,5435,false,0
744,a890b5,BYA651  ,United States,1714025411,1714025411,-81.8627,40.6057,3688.08,false,134.55,70.8,-7.48,Veri Yok,3726.18,4041,false,0
745,440c83,EJU74FX ,Austria,1714025411,1714025411,2.6241,46.4023,11894.82,false,243.55,182.42,0.33,Veri Yok,11750.04,2122,false,0
746,758512,SRQ6839 ,Philippines,1714025411,1714025411,121.9181,13.7803,4579.62,false,103.74,129.77,0.33,Veri Yok,4831.08,Veri Yok,false,0
747,c080aa,WJA1598 ,Canada,1714025411,1714025411,-122.1607,48.9739,5928.36,false,212.04,91.67,10.73,Veri Yok,5875.02,Veri Yok,false,0
748,440030,EJU84DA ,Austria,1714025298,1714025298,-9.131,38.7673,Veri Yok,true,0,348.75,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
749,c0202d,MAL7050 ,Canada,1714025368,1714025374,-84.4299,45.8503,11582.4,false,210.63,299.88,0.0,Veri Yok,11430.0,2240,false,0
750,44001e,AUA94   ,Austria,1714025411,1714025412,16.5774,48.4288,2743.2,false,123.1,163.99,-5.2,Veri Yok,2674.62,5264,false,0
751,a138b8,AAL1029 ,United States,1714025412,1714025412,-89.0668,35.2429,9753.6,false,211.04,257.18,0.0,Veri Yok,10012.68,Veri Yok,false,0
752,44001b,AUA3MV  ,Austria,1714025411,1714025411,17.3954,54.2967,10972.8,false,241.39,4.16,0.0,Veri Yok,10668.0,4520,false,0
753,495170,RZO121  ,Portugal,1714025065,1714025119,-14.1679,38.1511,10972.8,false,218.9,257.24,0.0,Veri Yok,11193.78,3344,false,0
754,7c6d2f,VOZ560  ,Australia,1714025401,1714025401,119.7723,-32.0648,11277.6,false,260.69,94.75,0.0,Veri Yok,11590.02,3620,false,0
755,7c6d2e,VOZ558  ,Australia,1714025411,1714025411,141.0386,-33.6346,11887.2,false,293.31,99.69,0.0,Veri Yok,12252.96,Veri Yok,false,0
756,4b1699,SWR433Y ,Switzerland,1714025412,1714025412,9.6979,51.2392,10988.04,false,231.51,6.64,0.0,Veri Yok,10690.86,3065,false,0
757,7c6d2b,VOZ1040 ,Australia,1714025411,1714025412,147.2974,-34.1369,11582.4,false,188.65,218.24,0.0,Veri Yok,11871.96,1060,false,0
758,a39b03,N331RF  ,United States,1714025412,1714025412,-79.9097,43.3148,1859.28,false,81.28,90,1.3,Veri Yok,1859.28,7404,false,0
759,a5dc31,GTI8107 ,United States,1714025411,1714025411,-149.5662,62.5155,9753.6,false,249.93,278.88,0.0,Veri Yok,9570.72,6267,false,0
760,8960ee,UAE21K  ,United Arab Emirates,1714025382,1714025382,55.3083,25.288,480.06,false,94.31,303.43,5.2,Veri Yok,419.1,Veri Yok,false,0
761,4b1693,SWR2083 ,Switzerland,1714025410,1714025411,-2.9827,42.2221,10363.2,false,255.9,71.24,0.0,Veri Yok,10386.06,2051,false,0
762,7c6d29,VOZ1398 ,Australia,1714025411,1714025411,151.2353,-29.2243,8534.4,false,210.61,233.24,0.0,Veri Yok,8877.3,1201,false,0
763,49514c,TAP63V  ,Portugal,1714025411,1714025411,-4.5089,46.3374,11285.22,false,226.02,203.47,-0.33,Veri Yok,11193.78,2230,false,0
764,49514e,TAP1041 ,Portugal,1714025411,1714025411,-8.6144,38.6418,3482.34,false,147.66,240.58,-5.2,Veri Yok,3581.4,0444,false,0
765,49514f,TAP441  ,Portugal,1714025412,1714025412,-8.9314,39.5503,5097.78,false,196.1,212.36,-9.75,Veri Yok,5219.7,7626,false,0
766,adfe80,        ,United States,1714025412,1714025412,120.3037,14.8757,3108.96,false,87.67,37.61,-0.65,Veri Yok,3299.46,Veri Yok,false,0
767,47c1f7,NSZ5034 ,Norway,1714025412,1714025412,-3.716,38.4886,10500.36,false,220.74,14.72,3.9,Veri Yok,10645.14,Veri Yok,false,0
768,a4380f,FFT4715 ,United States,1714025411,1714025412,-104.1044,39.5061,5318.76,false,166.89,306.73,-5.53,Veri Yok,5478.78,7460,false,0
769,7c6d36,VOZ742  ,Australia,1714025411,1714025412,148.8096,-32.6733,11582.4,false,178.67,226.52,0.0,Veri Yok,11940.54,1035,false,0
770,7c6d32,VOZ469  ,Australia,1714025410,1714025410,115.9635,-31.951,Veri Yok,true,0,284.06,Veri Yok,Veri Yok,Veri Yok,1332,false,0
771,344197,ANE92YN ,Spain,1714025412,1714025412,0.5045,43.1927,10668.0,false,218.85,220.81,-0.33,Veri Yok,10629.9,2501,false,0
772,344195,ANE63DP ,Spain,1714025412,1714025412,-3.4656,40.6587,2468.88,false,129.96,40.18,12.68,Veri Yok,2529.84,Veri Yok,false,0
773,40080f,LOG9CX  ,United Kingdom,1714025411,1714025412,-2.3516,53.6316,9448.8,false,222.67,195.55,-0.33,Veri Yok,9235.44,1442,false,0
774,8a0603,BTK7011 ,Indonesia,1714025411,1714025411,100.441,0.13,10957.56,false,239.57,324.26,0.0,Veri Yok,11742.42,2552,false,0
775,a15b05,DAL22   ,United States,1714025412,1714025412,11.898,48.3727,807.72,false,64.77,263.16,-3.58,Veri Yok,807.72,2231,false,0
776,7c6d27,VOZ336  ,Australia,1714025412,1714025412,153.1574,-27.6358,4442.46,false,187.18,208.75,7.8,Veri Yok,4594.86,1157,false,0
777,a806e0,SKW5510 ,United States,1714025411,1714025412,-118.6379,33.9152,2804.16,false,138.85,263.19,11.7,Veri Yok,2842.26,4652,false,0
778,7c6d26,VOZ233  ,Australia,1714025407,1714025410,144.8472,-37.6711,Veri Yok,true,0,30.94,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
779,495145,TAP98CX ,Portugal,1714025411,1714025411,-9.6252,38.4171,3314.7,false,141.11,61.47,-7.15,Veri Yok,3413.76,3343,false,0
780,7c6d24,VOZ858  ,Australia,1714025269,1714025269,151.178,-33.9372,Veri Yok,true,2.06,191.25,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
781,495148,TAP457  ,Portugal,1714025411,1714025412,-2.5817,46.4433,10668.0,false,219.04,221.48,0.0,Veri Yok,10553.7,7637,false,0
782,440c31,EJU97VF ,Austria,1714025411,1714025411,-3.0359,40.6902,11597.64,false,209.73,335.51,0.0,Veri Yok,11658.6,4555,false,0
783,440c32,EJU87XB ,Austria,1714025412,1714025412,-2.9793,42.9205,11582.4,false,221.05,5.07,0.0,Veri Yok,11567.16,4610,false,0
784,4b169a,SWR4YM  ,Switzerland,1714025412,1714025412,10.204,47.7068,8389.62,false,220.69,273.88,-7.8,Veri Yok,8191.5,1000,false,0
785,440c33,EJU36DF ,Austria,1714025411,1714025412,7.609,50.9073,11277.6,false,251.62,132.43,0.0,Veri Yok,11026.14,1000,false,0
786,440c34,EJU16RZ ,Austria,1714025412,1714025412,11.2977,50.1563,11574.78,false,228.44,0.9,0.0,Veri Yok,11308.08,7352,false,0
787,440c36,EJU47GL ,Austria,1714025411,1714025411,-0.3466,42.6588,11582.4,false,235.32,51.3,0.0,Veri Yok,11559.54,1000,false,0
788,440c38,EJU7801 ,Austria,1714025411,1714025412,8.2522,49.253,11277.6,false,238.2,171.55,0.0,Veri Yok,11041.38,1000,false,0
789,a7f9f4,ASA91   ,United States,1714025411,1714025411,-149.9858,61.1712,Veri Yok,true,6.69,98.44,Veri Yok,Veri Yok,Veri Yok,2361,false,0
790,4b168f,SWR1AW  ,Switzerland,1714025411,1714025411,8.4759,47.8092,2750.82,false,115.63,209.3,-0.65,Veri Yok,2697.48,1000,false,0
791,344297,AEA1171 ,Spain,1714025412,1714025412,-2.5506,42.6119,11582.4,false,237.54,31.9,0.0,Veri Yok,11574.78,1454,false,0
792,151e8e,PBD6538 ,Russian Federation,1714023082,1714025372,43.6484,56.151,11582.4,false,202.38,255.58,0.0,Veri Yok,11612.88,Veri Yok,false,0
793,4b027f,EZS21CQ ,Switzerland,1714025405,1714025405,15.6191,39.6336,11285.22,false,244.49,133.98,0.0,Veri Yok,11231.88,0420,false,0
794,4b027d,EZS13RY ,Switzerland,1714025391,1714025397,17.6304,42.5399,11285.22,false,238.64,127.91,0.0,Veri Yok,11170.92,0255,false,0
795,4b0281,EZS57KR ,Switzerland,1714025410,1714025410,20.0377,38.7364,11277.6,false,234.55,125.54,0.0,Veri Yok,11277.6,0451,false,0
796,4b0280,EZS12JU ,Switzerland,1714025411,1714025411,22.5488,40.6558,5265.42,false,142.37,160.58,-12.03,Veri Yok,5273.04,0234,false,0
797,151e7d,NWS551  ,Russian Federation,1714025409,1714025409,33.604,66.33,9753.6,false,253.3,341.9,0.0,Veri Yok,9547.86,Veri Yok,false,0
798,151e7f,KAR480  ,Russian Federation,1714025411,1714025411,48.7024,43.4275,10363.2,false,216.8,272.58,0.0,Veri Yok,10668.0,Veri Yok,false,0
799,a79821,JBU894  ,United States,1714025155,1714025155,-69.7844,22.6986,10363.2,false,258.08,15.26,0.0,Veri Yok,10927.08,Veri Yok,false,0
800,0d0cb1,VOI7751 ,Mexico,1714025411,1714025411,-119.9577,37.4188,10668.0,false,243.63,160,8.45,Veri Yok,10774.68,3346,false,0
801,4b0274,EZS25NL ,Switzerland,1714025412,1714025412,-3.6689,39.5849,11285.22,false,206.08,227.43,0.0,Veri Yok,11384.28,6745,false,0
802,405638,EZY67UJ ,United Kingdom,1714025411,1714025412,5.7744,48.774,11277.6,false,233.85,130.63,0.0,Veri Yok,11049.0,7314,false,0
803,4891b0,ENT1214 ,Poland,1714025412,1714025412,15.765,46.6259,12192.0,false,241.85,31.7,0.0,Veri Yok,12009.12,6155,false,0
804,a0a54d,UAL907  ,United States,1714025412,1714025412,-6.8958,51.5714,11582.4,false,261.77,97.91,-0.65,Veri Yok,11452.86,5235,false,0
805,a2cb13,UAL839  ,United States,1714025412,1714025412,-118.8388,33.91,3352.8,false,161.69,263.06,4.88,Veri Yok,3390.9,7224,false,0
806,485785,KLM702  ,Kingdom of the Netherlands,1714025412,1714025412,4.4196,52.1088,2560.32,false,145.25,42.85,-6.5,Veri Yok,2476.5,2376,false,0
807,896114,UAE382  ,United Arab Emirates,1714025389,1714025389,113.8965,22.3234,Veri Yok,true,5.92,73.12,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
808,4891ac,ENT7047 ,Poland,1714025411,1714025411,12.9315,40.3276,11887.2,false,235.16,185.52,0.0,Veri Yok,11833.86,5551,false,0
809,896111,UAE18V  ,United Arab Emirates,1714025411,1714025411,55.3801,25.2476,Veri Yok,true,4.12,30.94,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
810,ab8862,DAL108  ,United States,1714025411,1714025411,-4.7542,40.7218,6522.72,false,225.61,129.17,-8.78,Veri Yok,6598.92,3331,false,0
811,4891b8,ENT4212 ,Poland,1714025412,1714025412,18.6485,49.0955,11887.2,false,244.85,45.94,0.0,Veri Yok,11673.84,1000,false,0
812,4891b6,ENT4127 ,Poland,1714025411,1714025412,27.8411,40.4014,11887.2,false,205.08,150.22,0.0,Veri Yok,12070.08,4261,false,0
813,7c6bbd,JST61   ,Australia,1714025270,1714025270,148.5401,-31.0477,11582.4,false,221.69,324.54,0.0,Veri Yok,12054.84,1446,false,0
814,485779,KLC1069 ,Kingdom of the Netherlands,1714025412,1714025412,0.5436,51.5025,5905.5,false,176.09,260.92,-4.23,Veri Yok,5798.82,6265,false,0
815,505d99,ELJ701  ,Slovakia,1714025360,1714025360,17.1957,48.1654,Veri Yok,true,0,213.75,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
816,aa9093,AAL950  ,United States,1714025411,1714025411,-62.0824,13.1686,10972.8,false,255.97,328.23,0.0,Veri Yok,11689.08,6604,false,0
817,484443,KLM423  ,Kingdom of the Netherlands,1714025412,1714025412,17.073,48.8946,12192.0,false,254.48,299.16,0.33,Veri Yok,11993.88,3274,false,0
818,484442,KLM1612 ,Kingdom of the Netherlands,1714025411,1714025412,5.2384,52.3267,1516.38,false,114.67,275.15,-4.23,Veri Yok,1470.66,1000,false,0
819,4b028d,SWR3EZ  ,Switzerland,1714025409,1714025409,8.5549,47.4553,Veri Yok,true,5.4,84.38,Veri Yok,Veri Yok,Veri Yok,3070,false,0
820,4b028b,SWR430H ,Switzerland,1714025411,1714025412,2.9723,44.8624,11277.6,false,218.05,234.02,-0.33,Veri Yok,11170.92,3064,false,0
821,5001dc,MEA217  ,San Marino,1714025411,1714025412,24.9354,42.9648,10378.44,false,241.88,298.04,0.33,Veri Yok,10416.54,5611,false,0
822,75857e,CEB814  ,Philippines,1714025411,1714025411,119.2949,13.2426,10111.74,false,242.65,52.06,-15.61,Veri Yok,10866.12,Veri Yok,false,0
823,4b0295,SWR8TZ  ,Switzerland,1714025412,1714025412,7.4972,49.4261,11582.4,false,219.6,307.86,0.0,Veri Yok,11346.18,3050,false,0
824,4b0294,SWR199E ,Switzerland,1714025412,1714025412,15.7852,46.2861,10668.0,false,245.34,107.83,-0.33,Veri Yok,10431.78,3062,false,0
825,4b0293,SWR8KT  ,Switzerland,1714025411,1714025412,12.496,48.6248,9890.76,false,241.67,49.84,-5.2,Veri Yok,9570.72,1000,false,0
826,4b0291,SWR2MC  ,Switzerland,1714025411,1714025411,11.8083,48.3451,518.16,false,64.2,263.56,-3.58,Veri Yok,525.78,1000,false,0
827,8003f3,AXB137  ,India,1714025412,1714025412,55.8828,25.3142,1912.62,false,126.09,295.62,-3.9,Veri Yok,1950.72,4020,false,0
828,a67805,DAL561  ,United States,1714025412,1714025412,-115.1234,36.0775,Veri Yok,true,0.51,90,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
829,c1ea45,,Canada,1714025389,1714025389,-114.0075,51.1318,Veri Yok,true,2.83,334.69,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
830,c82269,ANZ559  ,New Zealand,1714025411,1714025411,172.7244,-42.5656,5440.68,false,204.3,196.38,-10.73,Veri Yok,5478.78,Veri Yok,false,0
831,3991e3,AFR86AM ,France,1714025411,1714025411,2.1308,47.487,9936.48,false,241.64,184.89,6.83,Veri Yok,9799.32,1000,false,0
832,3991e6,AFR59NF ,France,1714025411,1714025412,7.4039,46.2946,10370.82,false,210.37,294.87,0.0,Veri Yok,10203.18,1000,false,0
833,c82268,ANZ566  ,New Zealand,1714025411,1714025412,172.5287,-43.4949,Veri Yok,true,8.23,219.38,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
834,440af5,TAY5LC  ,Austria,1714025412,1714025412,-3.5451,40.5739,1455.42,false,93.22,18.33,12.68,Veri Yok,1470.66,Veri Yok,false,0
835,151e52,PBD839  ,Russian Federation,1714025411,1714025411,47.4071,44.4684,10972.8,false,236.71,210.86,0.0,Veri Yok,11285.22,Veri Yok,false,0
836,3c0f75,IFA6138 ,Germany,1714025411,1714025412,-1.9684,40.2261,9906.0,false,210.32,303.22,5.53,Veri Yok,9974.58,Veri Yok,false,0
837,a890c7,DAL8882 ,United States,1714025185,1714025185,-73.8072,40.6468,Veri Yok,true,5.92,300.94,Veri Yok,Veri Yok,Veri Yok,1431,false,0
838,151e58,PBD529  ,Russian Federation,1714025412,1714025412,20.4693,56.3673,8564.88,false,188,177.18,-7.8,Veri Yok,8298.18,6024,false,0
839,a60ea3,N49KC   ,United States,1714025411,1714025412,-88.8403,42.6593,6705.6,false,112.87,304.41,0.0,Veri Yok,6736.08,Veri Yok,false,0
840,a0428a,AAL10   ,United States,1714025412,1714025412,-113.4121,34.8073,10660.38,false,273.25,67.3,0.0,Veri Yok,10828.02,5031,true,0
841,4006ee,EXS7RH  ,United Kingdom,1714025412,1714025412,1.1105,46.9746,9456.42,false,218.24,169.41,0.33,Veri Yok,9342.12,2056,false,0
842,151e87,TUP6846 ,Russian Federation,1714025353,1714025397,84.0361,55.0822,3665.22,false,158.79,264.05,-6.18,Veri Yok,3573.78,Veri Yok,false,0
843,8003e5,VUAUM   ,India,1714025410,1714025410,77.2063,27.533,5219.7,false,181.08,0,-9.75,Veri Yok,5425.44,Veri Yok,false,0
844,4006eb,EXS1D   ,United Kingdom,1714025411,1714025411,-1.9213,53.8605,2705.1,false,126.5,274.9,13.98,Veri Yok,2606.04,5246,false,0
845,c82284,ANZ061M ,New Zealand,1714025411,1714025411,174.2651,-38.6293,6096.0,false,139.07,195.89,-0.33,Veri Yok,6187.44,5216,false,0
846,344216,AEA36UJ ,Spain,1714025411,1714025411,-3.2872,40.9749,4899.66,false,186.35,11.47,22.11,Veri Yok,4930.14,Veri Yok,false,0
847,344213,ANE87MX ,Spain,1714025195,1714025195,-3.5633,40.4877,Veri Yok,true,8.23,270,Veri Yok,Veri Yok,Veri Yok,4063,false,0
848,8470a0,ADO25   ,Japan,1714025412,1714025412,141.6689,42.9177,883.92,false,78.8,172.87,-4.23,Veri Yok,777.24,2472,false,0
849,a12733,UAL3902 ,United States,1714025411,1714025411,-111.9241,35.8551,12496.8,false,269.64,63.24,0.33,Veri Yok,12748.26,7234,false,0
850,841c60,JAL512  ,Japan,1714025411,1714025411,140.1021,35.8415,2735.58,false,122.17,206.78,-3.25,Veri Yok,2781.3,3327,false,0
851,ac8cf1,AAL2368 ,United States,1714025412,1714025412,-120.883,47.4531,7208.52,false,237.68,90.5,7.8,Veri Yok,7216.14,Veri Yok,false,0
852,86d943,ANA8476 ,Japan,1714025224,1714025224,127.2033,37.3273,3063.24,false,150.66,40.71,9.75,Veri Yok,3116.58,Veri Yok,false,0
853,3c6516,DLH413  ,Germany,1714025411,1714025412,-12.3197,52.088,11582.4,false,252.23,88.01,0.0,Veri Yok,11475.72,Veri Yok,false,0
854,7c3810,LCY     ,Australia,1714025411,1714025411,138.9392,-34.7139,670.56,false,55.34,286.75,-1.3,Veri Yok,777.24,Veri Yok,false,0
855,8626cc,ANA796  ,Japan,1714025411,1714025412,139.7095,35.7871,1379.22,false,110.08,209.08,-1.63,Veri Yok,1379.22,2407,false,0
856,89617f,UAE65U  ,United Arab Emirates,1714025409,1714025409,47.3813,30.423,10363.2,false,233.85,310.63,0.0,Veri Yok,10728.96,Veri Yok,false,0
857,89617d,UAE725  ,United Arab Emirates,1714025408,1714025408,55.1778,25.1846,1981.2,false,135.7,146.91,9.43,Veri Yok,1973.58,Veri Yok,false,0
858,151dc8,AFL1525 ,Russian Federation,1714025412,1714025412,66.9291,56.9684,10355.58,false,210.12,283.59,0.0,Veri Yok,10279.38,Veri Yok,false,0
859,440af4,TAY6SR  ,Austria,1714025411,1714025411,20.9948,45.8986,1310.64,false,117.54,119.93,-4.55,Veri Yok,1333.5,1000,false,0
860,896196,UAE4PV  ,United Arab Emirates,1714025406,1714025406,55.3611,25.2567,Veri Yok,true,12.35,120.94,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
861,a842e7,QXE2246 ,United States,1714025411,1714025411,-122.3078,47.4583,106.68,false,51.96,180.57,-0.33,Veri Yok,106.68,Veri Yok,false,0
862,a988ec,N713TS  ,United States,1714025411,1714025412,-84.9371,33.9396,4046.22,false,208.3,139.31,-4.88,Veri Yok,4160.52,4471,false,0
863,738101,ELY002  ,Israel,1714025411,1714025411,20.1371,41.471,11879.58,false,262.74,117.02,0.33,Veri Yok,11833.86,2266,false,0
864,151dbb,AFL1707 ,Russian Federation,1714025411,1714025411,133.007,44.2733,8557.26,false,247,28.49,8.45,Veri Yok,8572.5,Veri Yok,false,0
865,738103,ELY009  ,Israel,1714025411,1714025412,20.7261,44.3307,11574.78,false,263.63,322.21,-0.33,Veri Yok,11475.72,5203,false,0
866,3991ea,AFR57TK ,France,1714025412,1714025412,3.7405,49.5982,4632.96,false,180.17,205.54,-8.45,Veri Yok,4579.62,0733,false,0
867,89618f,UAE3MX  ,United Arab Emirates,1714025389,1714025389,3.1175,57.2173,10972.8,false,254.01,304.69,0.0,Veri Yok,10645.14,3233,false,0
868,89618d,A6EEN   ,United Arab Emirates,1714020400,1714025411,55.3762,25.2546,Veri Yok,true,0,30.94,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
869,8a05ac,GIA717  ,Indonesia,1714025412,1714025412,142.7039,-37.0222,8389.62,false,229.48,291.16,3.9,Veri Yok,8602.98,1507,false,0
870,151daa,AFL1711 ,Russian Federation,1714025412,1714025412,45.7767,59.5657,10972.8,false,230.69,251,0.0,Veri Yok,10949.94,Veri Yok,false,0
871,151dab,AFL275  ,Russian Federation,1714025407,1714025407,84.667,21.3342,9753.6,false,237.2,315.88,0.0,Veri Yok,10302.24,6175,false,0
872,060040,MAU14   ,Mauritius,1714025411,1714025412,5.0024,47.4993,9380.22,false,212.19,321.1,-7.48,Veri Yok,9212.58,1000,false,0
873,a1270f,UAL1266 ,United States,1714025412,1714025412,-90.6831,14.8997,10668.0,false,244.84,154.62,0.0,Veri Yok,11361.42,1071,false,0
874,842388,JAL316  ,Japan,1714025412,1714025412,138.3052,34.6467,9448.8,false,291.74,83.11,-13.0,Veri Yok,9791.7,2156,false,0
875,505d18,CND495P ,Slovakia,1714025411,1714025411,16.0022,48.572,10104.12,false,221.58,295.73,7.8,Veri Yok,9799.32,4405,false,0
876,0d0d52,VTM941  ,Mexico,1714025412,1714025412,-97.5022,28.5796,10317.48,false,231.07,58.75,3.58,Veri Yok,10812.78,0456,false,0
877,a65220,VOI263  ,United States,1714025411,1714025411,-97.9013,19.8659,10949.94,false,204.7,300.17,-3.58,Veri Yok,11650.98,Veri Yok,false,0
878,7c2539,HMZ     ,Australia,1714025411,1714025411,115.839,-30.1431,7010.4,false,147.75,9.82,0.0,Veri Yok,7193.28,4303,false,0
879,896174,UAE81W  ,United Arab Emirates,1714025411,1714025411,3.7233,41.1382,6515.1,false,185.12,245.71,-3.9,Veri Yok,6522.72,2060,false,0
880,a4c2ad,JBU43   ,United States,1714025411,1714025412,-7.1074,51.7008,10965.18,false,238.05,118.67,-0.33,Veri Yok,10828.02,7646,false,0
881,a0f427,UAL960  ,United States,1714025412,1714025412,1.8977,51.0807,11582.4,false,269.85,102.55,-0.33,Veri Yok,11369.04,2152,false,0
882,aa9bc3,RANGER3 ,United States,1714025411,1714025411,-112.1837,33.4635,647.7,false,65.25,17.43,-2.6,Veri Yok,617.22,Veri Yok,false,0
883,a4bbde,DAL112  ,United States,1714025412,1714025412,0.1656,46.729,11887.2,false,261.32,110.75,-0.33,Veri Yok,11765.28,5215,false,0
884,861fa4,ANA380  ,Japan,1714025410,1714025410,139.5055,39.8069,12192.0,false,214.19,206.38,0.0,Veri Yok,12382.5,Veri Yok,false,0
885,86d906,ANA475  ,Japan,1714025411,1714025411,139.6818,35.2648,3383.28,false,148,237.64,8.13,Veri Yok,3467.1,4730,false,0
886,896185,UAE416  ,United Arab Emirates,1714025411,1714025411,149.9946,-34.341,5615.94,false,211.18,80.61,-8.78,Veri Yok,5775.96,Veri Yok,false,0
887,a96ed7,N707CX  ,United States,1714025367,1714025370,-122.3575,37.6137,-30.48,false,52.47,298.07,-2.6,Veri Yok,-7.62,3507,false,0
888,896182,UAE62T  ,United Arab Emirates,1714025404,1714025405,55.3749,25.2409,Veri Yok,true,0,354.38,Veri Yok,Veri Yok,Veri Yok,Veri Yok,false,0
889,896180,UAE185  ,United Arab Emirates,1714025358,1714025380,47.1701,30.5795,10972.8,false,228.78,310.53,0.0,Veri Yok,11361.42,Veri Yok,false,0
890,c08106,WJA354  ,Canada,1714025257,1714025257,-119.4552,50.1787,1821.18,false,135.06,72.95,-6.83,Veri Yok,2484.12,Veri Yok,false,0
891,aa9bb7,AMX026  ,United States,1714025411,1714025411,-95.8404,28.6698,12184.38,false,256.53,196.55,0.0,Veri Yok,12717.78,0727,false,0
892,a66576,DAL764  ,United States,1714025412,1714025412,-108.0829,34.7134,10652.76,false,267.13,72.05,0.0,Veri Yok,11003.28,Veri Yok,false,0
893,4a2a96,,Romania,1714025372,1714025372,25.6296,44.4359,640.08,false,51.65,135,0.33,Veri Yok,624.84,Veri Yok,false,0
894,aab812,AAL48   ,United States,1714025411,1714025412,-5.4404,49.8845,11277.6,false,243.44,103.57,0.0,Veri Yok,11155.68,6323,false,0
895,a11420,JSL169  ,United States,1714025411,1714025411,-86.1087,39.7002,10363.2,false,206.61,326.78,0.0,Veri Yok,10454.64,4015,false,0
896,a4c2f8,AAL2889 ,United States,1714025411,1714025412,-120.1523,45.5624,9159.24,false,229.98,89.23,6.83,Veri Yok,9182.1,Veri Yok,false,0
897,86d928,ANA290  ,Japan,1714025411,1714025411,139.8701,40.3718,12192.0,false,240.88,206.24,-0.33,Veri Yok,12397.74,Veri Yok,false,0
898,ad5395,NKS777  ,United States,1714025411,1714025411,-110.657,35.2329,10972.8,false,209.65,283.05,0.0,Veri Yok,11247.12,7441,false,0
899,5001a9,TBJ18   ,San Marino,1714025411,1714025411,103.3909,1.6895,5128.26,false,185.44,116,-16.26,Veri Yok,5433.06,Veri Yok,false,0
900,4951d3,TAP757P ,Portugal,1714025412,1714025412,-0.978,47.3886,10668.0,false,220.8,220.37,0.0,Veri Yok,10553.7,5660,false,0
901,4951d5,TAP830  ,Portugal,1714025412,1714025412,-4.5955,40.4421,11155.68,false,259.09,67.71,3.25,Veri Yok,11224.26,2256,false,0
902,4951d7,TAP575  ,Portugal,1714025411,1714025411,-5.3983,43.9852,10668.0,false,218.56,211.82,0.0,Veri Yok,10629.9,2571,false,0
903,4951d8,TAP935  ,Portugal,1714025411,1714025411,-5.6544,41.4383,11277.6,false,198.27,240.97,0.0,Veri Yok,11323.32,4616,false,0
904,408000,EZY14AV ,United Kingdom,1714025411,1714025412,-3.8444,53.5696,10660.38,false,228.71,132.27,0.0,Veri Yok,10477.5,7747,false,0
905,3c0cdb,UNI162  ,Germany,1714025411,1714025411,4.7454,48.7345,11582.4,false,219.2,304.77,-0.33,Veri Yok,11376.66,7533,false,0
906,a304d8,FDX1835 ,United States,1714025412,1714025412,-122.2312,37.7138,Veri Yok,true,7.72,340.31,Veri Yok,Veri Yok,Veri Yok,7265,false,0
907,39dd49,CCM27GS ,France,1714025412,1714025412,5.7456,43.2286,3307.08,false,160.51,270.37,-3.58,Veri Yok,3291.84,1000,false,0
908,39dd48,CCM14LY ,France,1714025411,1714025411,7.9379,42.8542,4267.2,false,131.08,290.92,0.0,Veri Yok,4206.24,Veri Yok,false,0
909,47b12e,NBT40S  ,Norway,1714025409,1714025409,-59.4528,43.7808,11887.2,false,283.6,72.58,0.33,Veri Yok,11948.16,Veri Yok,false,0
910,39dd41,CCM32KY ,France,1714025412,1714025412,8.6672,43.7079,10363.2,false,215.83,336.25,-0.33,Veri Yok,10241.28,1000,false,0
911,39dd45,CCM69PM ,France,1714025411,1714025412,6.5781,42.4178,9144.0,false,219.02,296.5,0.0,Veri Yok,9083.04,1000,false,0
912,4951b7,TAP839  ,Portugal,1714025411,1714025412,-4.1447,40.0431,11285.22,false,200.97,254.26,0.0,Veri Yok,11384.28,4034,false,0
913,c07c26,CJT583  ,Canada,1714025411,1714025411,-84.6119,45.602,11582.4,false,210.32,297.69,0.0,Veri Yok,11430.0,0520,false,0
914,7c7555,,Australia,1714025410,1714025412,150.193,-30.4962,1645.92,false,63.36,119.69,0.33,Veri Yok,1714.5,Veri Yok,false,0
915,a1bdcc,N211FX  ,United States,1714025412,1714025412,-77.2261,38.8776,274.32,false,63.28,252.01,0.33,Veri Yok,320.04,0271,false,0
